tidspunkt,id,handling,fra,til,note
2026-09-24T15:27:53+02:00,k-node13907035411,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13907035411,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13907035411,sat begrundelse,,Øer strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13907958237,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13907958237,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13907958237,sat begrundelse,,Mårup Østerstrand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13907958267,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13907958267,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13907958267,sat begrundelse,,Fogedmarken: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13907996695,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13907996695,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13907996695,sat begrundelse,,Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13908033639,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13908033639,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13908033639,sat begrundelse,,Strandskoven: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13908041729,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13908041729,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13908041729,sat begrundelse,,Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13908053523,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13908053523,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13908053523,sat begrundelse,,Hjarnø Odde: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13908058799,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13908058799,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13908058799,sat begrundelse,,Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13908907531,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13908907531,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13908907531,sat begrundelse,,Skovgårde: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13909021665,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13909021665,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13909021665,sat begrundelse,,Rygårde Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13918115404,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13918115404,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13918115404,sat begrundelse,,Dråby Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13918122906,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13918122906,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13918122906,sat begrundelse,,Boeslum Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13918157878,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13918157878,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13918157878,sat begrundelse,,Skødshoved Strand: badestrand uden bro (tjekket på kontaktark). Kan måske bruges til beachstart.,
2026-09-24T15:27:53+02:00,k-node13918165124,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13918165124,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13918165124,sat begrundelse,,"Lystrup Strand: ingen bro, kun lavt vand med ålegræs.",
2026-09-24T15:27:53+02:00,k-node13919883186,sat vurdering,,nej,
2026-09-24T15:27:53+02:00,k-node13919883186,sat type,,strand,
2026-09-24T15:27:53+02:00,k-node13919883186,sat begrundelse,,"St. Sjørup Strand (Randers Fjord): ingen bro, lav og fjordagtig.",
